src_id	dst_id	relation_type	keyword	explanation
133	121	契機	井伊直弼の登場	ペリー来航の混乱で井伊が台頭
133	131	契機	尊王攘夷運動	ペリー来航が尊王攘夷を激化
133	134	同時代	黒船	ペリーが黒船で来航
133	136	因果	日米和親条約	ペリー来航で開国
133	138	因果	不平等条約	ペリー来航が日米修好通商条約へ
134	131	契機	攘夷運動	黒船が尊王攘夷運動を激化
134	133	同時代	ペリー来航	黒船でペリーが来航
134	136	因果	開国	黒船の圧力で日米和親条約
135	120	契機	ウィーン体制の限界	クリミア戦争がウィーン体制を動揺させる
135	151	同時代	領土拡大競争	クリミア戦争も帝国主義時代の戦争
135	169	契機	バルカン問題	クリミア戦争が第一次世界大戦の遠因
136	96	因果	鎖国の終焉	日米和親条約で鎖国が終わる
136	121	契機	井伊直弼の台頭	条約締結で井伊が権力掌握
136	131	契機	尊王攘夷激化	開国が尊王攘夷運動を激化
136	138	因果	不平等条約	日米和親条約から修好通商条約へ
137	168	因果	大正デモクラシー	原敬が大正デモクラシーを主導
137	177	因果	普通選挙法	原敬が普通選挙法を推進
137	181	契機	五・一五事件	原敬暗殺が五・一五事件の先駆
138	121	因果	井伊直弼の調印	井伊が勅許なしで条約調印
138	131	契機	尊王攘夷激化	不平等条約が尊王攘夷を激化
138	139	因果	安政の大獄	条約調印への反発が大獄を招く
138	147	契機	明治維新の遠因	不平等条約が明治維新の動機
139	121	因果	井伊の弾圧	井伊が安政の大獄を実施
139	131	契機	尊王攘夷激化	大獄が尊王攘夷運動を激化
139	140	因果	桜田門外の変	大獄への復讐で井伊暗殺
139	143	契機	倒幕への転換	大獄が薩長同盟を促す
140	121	因果	井伊の暗殺	井伊が桜田門外の変で暗殺
140	131	契機	尊王攘夷の高揚	井伊暗殺で尊王攘夷が激化
140	143	契機	倒幕運動加速	幕府の威信失墜で薩長同盟へ
140	144	契機	幕府の弱体化	桜田門外の変が大政奉還を促す
141	130	契機	民族主義の高揚	ウィーン体制崩壊でイタリア統一運動
141	151	契機	統一後の拡大	イタリア統一後に帝国主義へ
141	153	同時代	統一運動	イタリアとドイツの統一は同時期
142	116	契機	資本主義の拡大	南北戦争後にアメリカ資本主義が発展
142	119	文化	戦時大統領	南北戦争でリンカーンがアメリカを統率
142	151	契機	アメリカの台頭	南北戦争後にアメリカが帝国主義へ
143	125	因果	坂本龍馬の仲介	龍馬が薩長同盟を仲介
143	144	因果	大政奉還	薩長同盟が大政奉還を促す
143	145	因果	王政復古	薩長同盟が王政復古の大号令へ
143	146	因果	戊辰戦争	薩長同盟が戊辰戦争を主導
143	147	因果	明治維新	薩長同盟が明治維新を実現
144	89	因果	江戸幕府の終焉	大政奉還で江戸幕府が終わる
144	125	因果	龍馬の提案	龍馬が大政奉還を提案
144	145	因果	王政復古の大号令	大政奉還後に王政復古
144	146	因果	戊辰戦争	大政奉還が戊辰戦争を招く
144	147	因果	明治維新	大政奉還が明治維新の始まり
145	144	因果	大政奉還後	大政奉還後に王政復古
145	146	因果	戊辰戦争	王政復古の大号令が戊辰戦争を招く
145	147	因果	明治維新	王政復古の大号令が明治維新へ
145	152	因果	中央集権化	王政復古が廃藩置県へ
146	147	因果	明治維新	戊辰戦争の勝利で明治維新実現
146	148	契機	富国強兵	戊辰戦争の経験が富国強兵へ
146	152	因果	廃藩置県	戊辰戦争後に廃藩置県
146	155	契機	徴兵令	戊辰戦争の経験が徴兵令へ
147	148	政策	富国強兵	明治維新で富国強兵推進
147	149	政策	殖産興業	明治維新で殖産興業推進
147	150	因果	版籍奉還	明治維新で版籍奉還実施
147	152	因果	廃藩置県	明治維新で廃藩置県実施
147	157	契機	自由民権運動	明治維新後に自由民権運動
148	149	同時代	経済と軍事	富国強兵と殖産興業
148	154	政策	学制	富国強兵のため学制実施
148	155	政策	徴兵令	富国強兵のため徴兵令実施
148	162	因果	日清戦争	富国強兵の成果
148	164	因果	日露戦争	富国強兵の成果
149	148	同時代	富国強兵	殖産興業と富国強兵
149	154	政策	学制	殖産興業のため学制実施
149	156	因果	地租改正	殖産興業のため地租改正
149	196	因果	高度経済成長	殖産興業が高度経済成長の基礎
150	147	因果	明治維新	明治維新で版籍奉還実施
150	148	契機	中央集権化	版籍奉還が富国強兵の基盤
150	152	因果	廃藩置県	版籍奉還が廃藩置県の前段階
151	109	契機	産業力の拡大	産業革命が帝国主義を生む
151	158	政策	植民地獲得競争	帝国主義がアフリカ分割を引き起こす
151	169	契機	帝国主義対立の激化	帝国主義が第一次世界大戦を招く
151	170	契機	帝国主義対立の爆発	帝国主義列強の対立がサラエボ事件を引き起こす
152	147	因果	明治維新	明治維新で廃藩置県実施
152	148	因果	富国強兵	廃藩置県が富国強兵を可能に
152	150	同時代	中央集権化	版籍奉還と廃藩置県
152	156	因果	地租改正	廃藩置県が地租改正を促す
153	130	契機	民族主義の高揚	ウィーン体制崩壊でドイツ統一運動
153	151	契機	統一後の拡大	ドイツ統一後に帝国主義へ
154	148	因果	富国強兵	学制が富国強兵を支える
154	155	同時代	制度整備	学制と徴兵令
154	157	契機	教育と民権	学制が自由民権運動を促す
155	148	因果	富国強兵	徴兵令が富国強兵を実現
155	162	因果	日清戦争	徴兵令が日清戦争を可能に
155	164	因果	日露戦争	徴兵令が日露戦争を可能に
155	185	因果	太平洋戦争	徴兵令が太平洋戦争へ
156	148	因果	富国強兵	地租改正が富国強兵を支える
156	149	因果	殖産興業	地租改正が殖産興業を支える
156	157	契機	自由民権運動	地租改正への不満が民権運動へ
157	127	対立	伊藤博文	民権派vs伊藤博文
157	147	因果	明治維新の反動	明治維新後に自由民権運動
157	159	因果	大日本帝国憲法	自由民権運動が憲法制定を促す
157	161	因果	帝国議会	自由民権運動が議会開設を実現
157	168	同時代	民主化の流れ	自由民権運動が大正デモクラシーへ
158	126	同時代	植民地獲得競争	アフリカ分割とアヘン戦争は同じ帝国主義
158	169	契機	植民地対立	アフリカ分割が第一次世界大戦の遠因
159	127	因果	伊藤博文	伊藤が憲法を起草
159	157	因果	自由民権運動	民権運動が憲法制定を促す
159	161	因果	帝国議会	憲法で帝国議会を設置
159	193	対立	日本国憲法	大日本帝国憲法から日本国憲法へ
160	173	契機	独裁者の登場	ヒトラーがファシズム台頭の象徴
160	182	同時代	ナチス指導者	ヒトラーがナチス・ドイツを率いる
160	185	契機	ドイツの侵略	ヒトラーが第二次世界大戦を開始
161	127	因果	伊藤博文	伊藤が帝国議会を設置
161	159	因果	憲法に基づく	大日本帝国憲法で帝国議会設置
161	168	同時代	議会政治	帝国議会が大正デモクラシーの基盤
162	148	因果	富国強兵の成果	富国強兵が日清戦争を可能に
162	163	因果	下関条約	日清戦争の勝利で下関条約
162	164	契機	日露戦争	日清戦争の勝利が日露戦争へ
162	166	契機	韓国併合	日清戦争が韓国併合の契機
162	169	同時代	帝国主義	日清戦争が第一次世界大戦へ
163	162	因果	日清戦争	日清戦争の勝利で下関条約
163	164	契機	日露戦争	下関条約が日露戦争の遠因
163	166	契機	韓国併合	下関条約が韓国併合を促す
164	148	因果	富国強兵の成果	富国強兵が日露戦争を可能に
164	151	対立	帝国主義対立	日露戦争が帝国主義列強の対立
164	162	因果	日清戦争の延長	日清戦争が日露戦争へ
164	165	因果	ポーツマス条約	日露戦争の勝利でポーツマス条約
164	166	因果	韓国併合	日露戦争の勝利で韓国併合
164	169	契機	第一次世界大戦	日露戦争が第一次世界大戦へ
165	164	因果	日露戦争	日露戦争の勝利でポーツマス条約
165	166	因果	韓国併合	ポーツマス条約が韓国併合を促す
165	169	契機	国際的地位	ポーツマス条約が第一次世界大戦参戦へ
166	164	因果	日露戦争	日露戦争の勝利で韓国併合
166	169	同時代	帝国主義	韓国併合と第一次世界大戦
166	180	契機	満州事変	韓国併合が満州事変の基盤
166	184	契機	日中戦争	韓国併合が日中戦争の遠因
167	184	因果	中国の混乱	辛亥革命後の政治混乱が日中戦争の背景に
167	205	同時代	中国の変遷	辛亥革命から香港返還までの中国の変化
168	137	因果	原敬	原敬が大正デモクラシーを主導
168	157	同時代	民主化の流れ	自由民権運動から大正デモクラシーへ
168	169	因果	第一次世界大戦	第一次世界大戦が大正デモクラシーを促進
168	177	因果	普通選挙法	大正デモクラシーで普通選挙法
168	178	対立	治安維持法	大正デモクラシーと治安維持法
169	166	同時代	帝国主義	韓国併合と第一次世界大戦
169	168	因果	大正デモクラシー	第一次世界大戦が大正デモクラシーを促進
169	170	契機	戦争の引き金	サラエボ事件で第一次世界大戦開戦
169	171	契機	戦争の疲弊	第一次世界大戦がロシア革命を引き起こす
169	172	因果	戦後処理	第一次世界大戦後にヴェルサイユ条約
169	174	契機	平和への願い	第一次世界大戦の惨禍が国際連盟を生む
169	175	因果	戦後の軍縮	第一次世界大戦後の国際軍縮の試み
169	179	因果	世界恐慌	第一次世界大戦が世界恐慌の遠因
169	180	契機	満州事変	第一次世界大戦後の混乱が満州事変へ
169	185	契機	太平洋戦争	第一次世界大戦が太平洋戦争へ
170	169	契機	開戦の契機	サラエボ事件が第一次世界大戦の引き金
171	123	契機	マルクス主義の実践	ロシア革命がマルクス思想を実現
171	128	契機	社会主義革命	ロシア革命が共産党宣言を実現
171	173	契機	共産主義への恐怖	ロシア革命がファシズム台頭の一因
171	194	契機	社会主義vs資本主義	ロシア革命が冷戦の一因
172	169	外交	戦後処理	ヴェルサイユ条約で日本は戦勝国として参加
172	173	契機	民族自決の裏切り	ヴェルサイユ条約がドイツを不満にさせる
172	174	政策	国際平和機構	ヴェルサイユ条約で国際連盟設立
172	179	契機	過酷な賠償	ヴェルサイユ条約がドイツ経済を圧迫
172	185	契機	不満の蓄積	ヴェルサイユ条約が第二次世界大戦の遠因
173	160	同時代	独裁の時代	ファシズム台頭とヒトラーは同じ
173	180	契機	ファシズムの波	世界的なファシズムの台頭が満州事変を後押し
173	182	同時代	ファシズム国家	ファシズムの台頭でナチス・ドイツ成立
173	183	契機	軍部台頭	ファシズムの台頭が日本の二・二六事件に影響
173	185	契機	ファシズムの侵略	ファシズムが第二次世界大戦を引き起こす
174	185	因果	無力な平和機構	国際連盟が第二次世界大戦を防げず
174	192	契機	失敗からの教訓	国際連盟の失敗が国際連合設立の動機
175	180	因果	軍縮体制の崩壊	ワシントン体制の破綻が満州事変を招く
176	179	契機	経済混乱	関東大震災が世界恐慌の影響を拡大
176	180	契機	軍部台頭	関東大震災の混乱が満州事変へ
176	181	契機	社会不安	関東大震災が五・一五事件の背景
177	137	因果	原敬	原敬が普通選挙法を推進
177	168	因果	大正デモクラシー	大正デモクラシーで普通選挙法
177	178	同時代	治安維持法	普通選挙法と治安維持法が同時制定
177	193	契機	日本国憲法	普通選挙法が日本国憲法の基盤
178	177	対立	普通選挙法	治安維持法が普通選挙法と同時制定
178	181	因果	五・一五事件	治安維持法が五・一五事件の背景
178	183	因果	二・二六事件	治安維持法が二・二六事件の背景
178	193	対立	日本国憲法	治安維持法が日本国憲法で廃止
179	169	因果	第一次世界大戦	第一次世界大戦が世界恐慌の遠因
179	173	契機	経済危機	世界恐慌がファシズム台頭を招く
179	180	因果	満州事変	世界恐慌が満州事変を招く
179	181	契機	五・一五事件	世界恐慌が五・一五事件の背景
179	183	契機	二・二六事件	世界恐慌が二・二六事件の背景
179	184	因果	日中戦争	世界恐慌が日中戦争の遠因
179	207	同時代	経済危機	世界恐慌とリーマンショックの経済危機の類似性
180	179	因果	世界恐慌	世界恐慌が満州事変を招く
180	181	契機	五・一五事件	満州事変が五・一五事件を招く
180	183	契機	二・二六事件	満州事変が二・二六事件を招く
180	184	因果	日中戦争	満州事変が日中戦争の始まり
180	185	因果	太平洋戦争	満州事変が太平洋戦争の遠因
181	180	因果	満州事変	満州事変が五・一五事件を招く
181	183	契機	二・二六事件	五・一五事件が二・二六事件を誘発
181	184	契機	軍部独走	五・一五事件が日中戦争を促す
181	185	契機	軍国主義	五・一五事件が太平洋戦争へ
182	160	同時代	独裁者	ナチス・ドイツでヒトラーが独裁
182	185	契機	ナチスの侵略	ナチス・ドイツが第二次世界大戦の主因
183	180	因果	満州事変	満州事変が二・二六事件の背景
183	181	因果	五・一五事件	五・一五事件が二・二六事件を誘発
183	184	契機	軍部支配	二・二六事件が日中戦争を促す
183	185	因果	軍国主義確立	二・二六事件が太平洋戦争へ
184	180	因果	満州事変	満州事変が日中戦争の始まり
184	181	因果	五・一五事件	五・一五事件が日中戦争を促す
184	183	因果	二・二六事件	二・二六事件が日中戦争を促す
184	185	因果	太平洋戦争	日中戦争が太平洋戦争へ拡大
184	186	契機	真珠湾攻撃	日中戦争が真珠湾攻撃を招く
185	184	因果	日中戦争	日中戦争が太平洋戦争へ拡大
185	186	因果	真珠湾攻撃	太平洋戦争が真珠湾攻撃で始まる
185	187	同時代	ヨーロッパ戦線	第二次世界大戦でノルマンディー上陸
185	188	因果	ポツダム宣言	太平洋戦争がポツダム宣言で終結
185	189	因果	終戦	太平洋戦争が終戦
185	190	因果	GHQ	太平洋戦争後にGHQ占領
185	191	因果	戦争終結	第二次世界大戦の終結に原爆投下
185	192	因果	戦後体制	第二次世界大戦後に国際連合設立
185	194	因果	戦後対立の始まり	第二次世界大戦の勝利分配で冷戦開始
186	185	因果	太平洋戦争	真珠湾攻撃で太平洋戦争開始
186	188	契機	ポツダム宣言	真珠湾攻撃がポツダム宣言へ
186	189	契機	終戦	真珠湾攻撃が終戦の遠因
186	191	因果	日本の敗戦	真珠湾攻撃後の戦争が原爆投下につながる
187	185	契機	反攻作戦	ノルマンディー上陸で連合国が反撃
187	191	同時代	連合国の勝利	ノルマンディー上陸と原爆投下で連合国勝利
188	185	因果	太平洋戦争	太平洋戦争がポツダム宣言で終結
188	189	因果	終戦	ポツダム宣言受諾で終戦
188	190	因果	GHQ	ポツダム宣言後にGHQ占領
188	193	契機	日本国憲法	ポツダム宣言が日本国憲法を促す
189	185	因果	太平洋戦争	太平洋戦争が終戦
189	190	因果	GHQ	終戦後にGHQ占領
189	193	因果	日本国憲法	終戦後に日本国憲法制定
189	195	契機	サンフランシスコ平和条約	終戦後に独立回復
189	196	契機	高度経済成長	終戦後に高度経済成長
190	189	因果	終戦	終戦後にGHQ占領
190	193	因果	日本国憲法	GHQが日本国憲法を制定
190	195	契機	サンフランシスコ平和条約	GHQ占領後に独立回復
190	196	契機	高度経済成長	GHQの政策が高度経済成長の基盤
191	185	因果	戦争終結	原爆投下で第二次世界大戦終結
191	188	因果	降伏の決断	原爆投下がポツダム宣言受諾の決定的要因
191	189	因果	終戦の引き金	原爆投下が日本の終戦を決定づけた
191	194	契機	核兵器の脅威	原爆投下後に核の脅威が冷戦を激化
192	174	契機	国際連盟の失敗	国際連盟の反省から国際連合設立
192	194	同時代	戦後国際秩序	国際連合設立後すぐに冷戦開始
193	159	対立	大日本帝国憲法	大日本帝国憲法から日本国憲法へ
193	189	因果	終戦	終戦後に日本国憲法制定
193	190	因果	GHQ	GHQが日本国憲法を制定
193	195	契機	独立回復	日本国憲法で独立国家として条約
193	196	契機	高度経済成長	日本国憲法が高度経済成長の基盤
194	185	契機	戦後対立	第二次世界大戦後に冷戦開始
194	190	契機	冷戦構造	冷戦の開始がGHQの占領政策に影響
194	195	外交	西側陣営	冷戦構造下で日本は西側陣営として講和
194	197	因果	冷戦の代理戦争	米ソ冷戦がベトナムで代理戦争化
194	198	同時代	東西分断	冷戦でベルリンの壁が象徴
194	199	契機	核対立の危機	冷戦が最も緊張したキューバ危機
194	200	因果	冷戦終結後の地域紛争	冷戦終結が中東の新たな紛争を生む
194	201	因果	冷戦終結	冷戦の終結とソ連崩壊
195	189	因果	終戦後	終戦後にサンフランシスコ平和条約
195	190	因果	GHQ占領終了	サンフランシスコ平和条約でGHQ占領終了
195	196	因果	高度経済成長	独立回復で高度経済成長
196	149	同時代	殖産興業の延長	殖産興業が高度経済成長の基礎
196	189	因果	終戦後	終戦後に高度経済成長
196	195	因果	独立回復	サンフランシスコ平和条約後に高度経済成長
197	206	同時代	アメリカの軍事介入	ベトナム戦争が米国の対外政策に影響
198	194	同時代	冷戦の象徴	ベルリンの壁が冷戦の象徴
198	201	因果	壁の崩壊	ベルリンの壁崩壊でソ連崩壊へ
199	191	契機	核兵器の脅威	キューバ危機で核戦争の恐怖が現実化
199	194	契機	核戦争の危機	キューバ危機が冷戦を緊張させる
200	206	因果	中東情勢の悪化	湾岸戦争が中東の反米感情を高める
200	208	因果	中東の民主化	湾岸戦争後の中東情勢がアラブの春を促進
201	194	因果	冷戦終結	ソ連崩壊で冷戦終結
201	198	契機	東欧の民主化	ソ連崩壊前にベルリンの壁崩壊
201	202	因果	東欧の混乱	ソ連崩壊が東欧の民族紛争を引き起こす
202	203	因果	ヨーロッパ統合の必要性	ユーゴ紛争がEU統合を促進
203	209	対立	EU統合と離脱	EU統合の進展が離脱運動を生む
204	207	因果	グローバル経済の発展	IT革命が金融グローバル化を加速
205	208	同時代	アジアの政治変動	香港返還とアラブの春の時代背景
206	208	因果	中東の混乱	9.11後の対テロ戦争が中東を不安定化
207	209	因果	経済不安と政治変動	リーマンショックが反EU感情を高める
207	210	同時代	現代の危機管理	リーマンショックとCOVID-19の危機対応の比較
208	210	同時代	現代の社会変動	アラブの春とCOVID-19の社会変動
209	210	同時代	現代の政治変動	BrexitとCOVID-19の時代背景
